pkid,fkroutepartition,dnorpattern,tkpatternusage,cfbdestination,cfnadestination,fkroutefilter,tknetworklocation,fkdigitdiscardinstruction,prefixdigitsout,blockenable,tkmixer,calledpartytransformationmask,fkcallingsearchspace_sharedlineappear,fkdialplan,fkcallingsearchspace_translation,callingpartytransformationmask,patternurgency,tkstatus_usefullyqualcallingpartynum,fkcallingsearchspace_cfb,fkcallingsearchspace_cfna,dialplanwizardgenid,userholdmohaudiosourceid,networkholdmohaudiosourceid,callforwardexpansionmask,tkautoanswer,personalroutingenabled,devicefailuredn,fkcallingsearchspace_devicefailure,callingpartyprefixdigits,fkcallingsearchspace_mwi,fkvoicemessagingprofile,cfbvoicemailenabled,cfnavoicemailenabled,cfdfvoicemailenabled,fkaarneighborhood,withtag,withvalueclause,description,cfnaduration,tkpatternprecedence,cfaptvoicemailenabled,cfaptdestination,tkreleasecausevalue,fkcallingsearchspace_cfapt,tkpresentationbit_connectedline,tkpresentationbit_callingname,tkpresentationbit_connectedname,tkpresentationbit_callingline,supportoverlapsending,cfaptduration,iscallable,fkcallmanager,alertingname,authorizationcoderequired,authorizationlevelrequired,cfbintdestination,cfbintvoicemailenabled,cfnaintdestination,cfnaintvoicemailenabled,clientcoderequired,cssforcfa,fkcallingsearchspace_cfbint,fkcallingsearchspace_pff,fkcallingsearchspace_pffint,pff_cfb,pff_cfna,pffdestination,pffintdestination,pffintvoicemailenabled,pffvoicemailenabled,fkcallingsearchspace_reroute,fkmatrix_presence,fkcallingsearchspace_cfnaint,ismessagewaitingon,outsidedialtone,deviceoverride,allowcticontrolflag,alertingnameascii,resettoggle,tkreset,aardestinationmask,aarkeepcallhistory,aarvoicemailenabled,cfhrdn,cfhrintdn,cfhrintvmenabled,cfhrvmenabled,cfurdestination,cfurintdestination,cfurintvoicemailenabled,cfurvoicemailenabled,fkcallingsearchspace_cfhr,fkcallingsearchspace_cfhrint,fkcallingsearchspace_cfur,fkcallingsearchspace_cfurint,fkcallingsearchspace_revert,hrduration,hrinterval,iknumplan_parkcode,revertdestination,cfhrduration,tkdevicesecuritymode_minimumallowed,tkcfacssactivationpolicy,fkresourceprioritynamespace,tknumberingplan_called,tkpriofnumber_called,tkpriofnumber_calling,tknumberingplan_calling,fkdevice_intercomdefault,dnorpatternipv6,tkstatus_partyentrancetone,parkmonforwardnoretrievedn,parkmonforwardnoretrieveintdn,parkmonforwardnoretrieveintvmenabled,parkmonforwardnoretrievevmenabled,fkcallingsearchspace_pkmonfwdnoret,fkcallingsearchspace_pkmonfwdnoretint,parkmonreversiontimer,tkpatternrouteclass,routenexthopbycgpn,routeonuserpart,usecallercss,fkexternalcallcontrolprofile,displayconnectedpartynumber,rejectanonymouscall,useoriginatorcss,mlpppreemptiondisabled,calreference,tkcalmode,dontwaitforidtatsubsequenthops,nfkccaprofile_id,isemergencyservicenumber,tkroaminguserstatus,externalpresentationnumber,externalpresentationname,isanonymous,tkpresentationbit
02c7f31d-58cc-933f-fd93-0b5f482da676,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,8703914135,7,,,,0,,,f,,,,,,,f,0,,,,,,,0,f,,,,,,f,f,f,,,,HRO Facilities Hunt Pilot,,5,f,,0,,0,0,0,0,f,,t,,Facilities,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,Facilities,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
9ddeda16-7282-3c55-5b24-05a5060e6b30,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3332004500,7,3332004500,3332004500,,0,,,f,,,,,,,f,0,f45b2d7e-e26e-75fe-19b9-55b1f59480bd,f45b2d7e-e26e-75fe-19b9-55b1f59480bd,,,,,0,f,,,,,,f,f,f,,,,FXF MEM Appt HP                      ,175,5,f,,0,,0,0,0,0,f,,t,,APPOINTMENTS (MEM),f,0,3332004500,f,3332004500,f,f,,f45b2d7e-e26e-75fe-19b9-55b1f59480bd,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,f45b2d7e-e26e-75fe-19b9-55b1f59480bd,f,f,f,t,APPOINTMENTS (MEM),f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
184d095e-b4fb-5607-ea39-e5e89ceb0efa,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3334087000,7,,3334083090,,0,,,f,,,,,,,f,0,,0f9ac625-729f-2057-f9a6-7948622398e4,,,,,0,f,,,,,,f,f,f,,,,MAU Dispatch Hunt Pilot              ,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,3334083090,f,f,,0f9ac625-729f-2057-f9a6-7948622398e4,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,0f9ac625-729f-2057-f9a6-7948622398e4,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
fc0d1e32-f33c-0889-7348-bdf92a13d243,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3339656000,7,,,,0,,,f,,,,,,,t,0,,,,,,,0,f,,,,,,f,f,f,,,,DCU CSAT 3339656000                        ,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
65ce7d40-480e-b110-2b16-8169c6d632da,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3333677000,7,3333673090,3333673090,,0,,,f,,,,,,,f,0,a13ba127-89be-b4e7-341a-0893f8bc93c9,a13ba127-89be-b4e7-341a-0893f8bc93c9,,,,,0,f,,,,,,f,f,f,,,,Freight EBO/367 Dispatch Hunt Pilot     ,,5,f,,0,,0,0,0,0,f,,t,,EBO Dispatch,f,0,3333673090,f,3333673090,f,f,,a13ba127-89be-b4e7-341a-0893f8bc93c9,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,a13ba127-89be-b4e7-341a-0893f8bc93c9,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
bf3e8234-2f18-f9f5-acec-14c49c9a83f8,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3339626500,7,3339623090,3339623090,,0,,,f,,,,,,,f,0,b4c462de-a2c8-6c12-051f-ffe95c6110f6,b4c462de-a2c8-6c12-051f-ffe95c6110f6,,,,,0,f,,,,,,f,f,f,,,,NNW OSD Hunt Pilot,,5,f,,0,,0,0,0,0,f,,t,,NNW OSD,f,0,3339623090,f,3339623090,f,f,,b4c462de-a2c8-6c12-051f-ffe95c6110f6,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,b4c462de-a2c8-6c12-051f-ffe95c6110f6,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
86ac608a-e49a-3fdc-3378-ab7f53a6c48f,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3331631003,7,,,,0,,,f,,,,,,,f,0,,,,,,,0,f,,,,,,f,f,f,,,,Freight EVT/163 Shop Hunt Pilot,,5,f,,0,,0,0,0,0,f,,t,,EVT Shop,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
7f102f71-db1c-e42e-2c9d-3f565be5a6e5,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3331727001,7,,,,0,,,f,,,,,,,f,0,,,,,,,0,f,,,,,,f,f,f,,,,FedEx Freight PET Dispatch hp                    ,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
1676f45e-55d2-95eb-6437-620d85556459,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3335035000,7,,,,0,,,f,,,,,,,t,0,,,,,,,0,f,,,,,,f,f,f,,,,Freight SAC/503 Console Hunt Pilot,,5,f,,0,,0,0,0,0,f,,t,,SAC Console,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
14014134-536d-60c8-af5b-a334b66d0c7c,2a84620d-a0d7-4fb1-8680-ec504f49c566,7736015823,7,,,,0,,,f,,,,,,,f,0,,,,,,,0,f,,,,,,f,f,f,,,,ORDRT Warehouse 8 773-601-5823,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
062be519-92c2-c8ed-0a76-c68aaf8d655e,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,333482[46][05]00,7,,3334820390,,0,,,f,,,,,,,f,0,,d6e44140-d18a-8ba1-ebea-3a8e3915257f,,,,,0,f,,,,,,f,f,f,,,,STC Console hunt Pilot,,5,f,,0,,0,0,0,0,f,,t,,Console (STC),f,0,,f,3334820390,f,f,,d6e44140-d18a-8ba1-ebea-3a8e3915257f,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,d6e44140-d18a-8ba1-ebea-3a8e3915257f,f,f,f,t,Console (STC),f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
d0cbe8cb-2104-7661-12fa-a9c70098c50a,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3336435000,7,3336433090,3336433090,,0,,,f,,,,,,,f,0,49c93341-fe44-80ae-73d2-688c72bb2123,49c93341-fe44-80ae-73d2-688c72bb2123,,,,,0,f,,,,,,f,f,f,,,,Freight MON/643 Console Hunt Pilot,,5,f,,0,,0,0,0,0,f,,t,,MON Console,f,0,3336433090,f,3336433090,f,f,,49c93341-fe44-80ae-73d2-688c72bb2123,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,49c93341-fe44-80ae-73d2-688c72bb2123,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
c2c6733e-1b3f-b04d-9988-c8cfc35a9370,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3331487000,7,3331483090,3331483090,,0,,,f,,,,,,,f,0,184e8e5b-54f0-62a5-1756-de8383bd238e,184e8e5b-54f0-62a5-1756-de8383bd238e,,,,,0,f,,,,,,f,f,f,,,,WPX Dispatch 3331487000,20,5,f,,0,,0,0,0,0,f,,t,,WPX Dispatch 3331487000,f,0,3331483090,f,3331483090,f,f,,184e8e5b-54f0-62a5-1756-de8383bd238e,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,184e8e5b-54f0-62a5-1756-de8383bd238e,f,f,f,t,WPX Dispatch 3331487000,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
9069860d-b675-d532-863d-65e9f163935d,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,33345370[05]0,7,3334533090,3334533090,,0,,,f,,,,,,,f,0,c59b637d-36ac-b317-6325-2d1a48df03e9,c59b637d-36ac-b317-6325-2d1a48df03e9,,,,,0,f,,,,,,f,f,f,,,,EPH Dispatch Hunt Pilot,,5,f,,0,,0,0,0,0,f,,t,,EPH Dispatch,f,0,3334533090,f,3334533090,f,f,,c59b637d-36ac-b317-6325-2d1a48df03e9,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,c59b637d-36ac-b317-6325-2d1a48df03e9,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
d3113234-0321-7d32-7b4a-97e0454dd939,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3338775000,7,3338773090,3338773090,,0,,,f,,,,,,,f,0,c26bf1c6-5043-20c4-674b-d57582307e8d,c26bf1c6-5043-20c4-674b-d57582307e8d,,,,,0,f,,,,,,f,f,f,,,,Freight MIE/877 Console Hunt Pilot        ,,5,f,,0,,0,0,0,0,f,,t,,MIE Console,f,0,3338773090,f,3338773090,f,f,,c26bf1c6-5043-20c4-674b-d57582307e8d,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,c26bf1c6-5043-20c4-674b-d57582307e8d,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
363c6c25-f5e3-c3e9-79d6-4f86abb98400,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3338493091,7,,,,0,,,f,,,,,,,t,0,,,,,,,0,f,,,,,,f,f,f,,,,WNJ Console 3334805000,,5,f,,0,,0,0,0,0,f,,t,,WNJ Console 3334805000,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,WNJ Console 3334805000,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
777c9074-c60b-bf0a-7c1f-214d31787c82,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3338327000,7,3338323090,3338323090,,0,,,f,,,,,,,t,0,6ff5729e-96b8-799f-c8d9-1126c1796756,6ff5729e-96b8-799f-c8d9-1126c1796756,,,,,0,f,,,,,,f,f,f,,,,JAX Dispatch                              ,130,5,f,,0,,0,0,0,0,f,,t,,Dispatch,f,0,3338323090,f,3338323090,f,f,,6ff5729e-96b8-799f-c8d9-1126c1796756,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,6ff5729e-96b8-799f-c8d9-1126c1796756,f,f,f,t,Dispatch,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
167411bb-23e5-f7ec-ed67-8df1d7fbdeaf,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,8707047333,7,,,,0,,,f,,,,,,,f,0,,,,,,,0,f,,,,,,f,f,f,,,,HRO Corp Strategy Hunt Pilot,,5,f,,0,,0,0,0,0,f,,t,,Corp Strategy,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,Corp Strategy,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
39548e64-5a3f-bd05-33cc-da15c972a965,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3332754000,7,,3332755000,,0,,,f,,,,,,,t,0,,a08fa2f2-23cf-3d30-ffd5-66790d4fd439,,,,,0,f,,,,,,f,f,f,,,,ATL PickUps 3332754000                     ,180,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,3332755000,f,f,,a08fa2f2-23cf-3d30-ffd5-66790d4fd439,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,a08fa2f2-23cf-3d30-ffd5-66790d4fd439,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
