pkid,fkroutepartition,dnorpattern,tkpatternusage,cfbdestination,cfnadestination,fkroutefilter,tknetworklocation,fkdigitdiscardinstruction,prefixdigitsout,blockenable,tkmixer,calledpartytransformationmask,fkcallingsearchspace_sharedlineappear,fkdialplan,fkcallingsearchspace_translation,callingpartytransformationmask,patternurgency,tkstatus_usefullyqualcallingpartynum,fkcallingsearchspace_cfb,fkcallingsearchspace_cfna,dialplanwizardgenid,userholdmohaudiosourceid,networkholdmohaudiosourceid,callforwardexpansionmask,tkautoanswer,personalroutingenabled,devicefailuredn,fkcallingsearchspace_devicefailure,callingpartyprefixdigits,fkcallingsearchspace_mwi,fkvoicemessagingprofile,cfbvoicemailenabled,cfnavoicemailenabled,cfdfvoicemailenabled,fkaarneighborhood,withtag,withvalueclause,description,cfnaduration,tkpatternprecedence,cfaptvoicemailenabled,cfaptdestination,tkreleasecausevalue,fkcallingsearchspace_cfapt,tkpresentationbit_connectedline,tkpresentationbit_callingname,tkpresentationbit_connectedname,tkpresentationbit_callingline,supportoverlapsending,cfaptduration,iscallable,fkcallmanager,alertingname,authorizationcoderequired,authorizationlevelrequired,cfbintdestination,cfbintvoicemailenabled,cfnaintdestination,cfnaintvoicemailenabled,clientcoderequired,cssforcfa,fkcallingsearchspace_cfbint,fkcallingsearchspace_pff,fkcallingsearchspace_pffint,pff_cfb,pff_cfna,pffdestination,pffintdestination,pffintvoicemailenabled,pffvoicemailenabled,fkcallingsearchspace_reroute,fkmatrix_presence,fkcallingsearchspace_cfnaint,ismessagewaitingon,outsidedialtone,deviceoverride,allowcticontrolflag,alertingnameascii,resettoggle,tkreset,aardestinationmask,aarkeepcallhistory,aarvoicemailenabled,cfhrdn,cfhrintdn,cfhrintvmenabled,cfhrvmenabled,cfurdestination,cfurintdestination,cfurintvoicemailenabled,cfurvoicemailenabled,fkcallingsearchspace_cfhr,fkcallingsearchspace_cfhrint,fkcallingsearchspace_cfur,fkcallingsearchspace_cfurint,fkcallingsearchspace_revert,hrduration,hrinterval,iknumplan_parkcode,revertdestination,cfhrduration,tkdevicesecuritymode_minimumallowed,tkcfacssactivationpolicy,fkresourceprioritynamespace,tknumberingplan_called,tkpriofnumber_called,tkpriofnumber_calling,tknumberingplan_calling,fkdevice_intercomdefault,dnorpatternipv6,tkstatus_partyentrancetone,parkmonforwardnoretrievedn,parkmonforwardnoretrieveintdn,parkmonforwardnoretrieveintvmenabled,parkmonforwardnoretrievevmenabled,fkcallingsearchspace_pkmonfwdnoret,fkcallingsearchspace_pkmonfwdnoretint,parkmonreversiontimer,tkpatternrouteclass,routenexthopbycgpn,routeonuserpart,usecallercss,fkexternalcallcontrolprofile,displayconnectedpartynumber,rejectanonymouscall,useoriginatorcss,mlpppreemptiondisabled,calreference,tkcalmode,dontwaitforidtatsubsequenthops,nfkccaprofile_id,isemergencyservicenumber,tkroaminguserstatus,externalpresentationnumber,externalpresentationname,isanonymous,tkpresentationbit
8787798d-a8bb-1c28-09c8-91859289fe22,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3339703835,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3339703035 - Cordless2 (MOB),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
891ec82c-09f5-785c-866c-acd76493810a,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3338523899,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3338523099 - Cordless (PHL),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
eb209b76-1176-d341-b424-ebd7aa7c5579,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,5006110000,5,,,,0,,,f,,,,,,,t,0,,,,,,,0,f,,,,,,f,f,f,,,,Voicemail pilot,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8a8625e4-a2f3-d185-1318-b880c370a325,17291e5a-4d04-488a-94c4-f7823b66a225,\+.1877[2-9]XXXXXX,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,8634997303,t,0,,,,,,,0,f,,,,,,f,f,f,,,,Freight EAB/654 dialing out SME,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8aee766c-bc7b-5c86-bd00-c1c3529172c7,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,4047242641,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,404-724-2641 - SED FAX,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8b88081a-0be4-6331-c286-f5b5495ae75b,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3339503301,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,Shop Cordless (BHM),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8bd6c675-4905-899a-0b11-8fc64da6ac5a,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,4257893510,5,,,,1,,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,EVT-FAX,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8bebb039-daad-72a4-cd16-afa9bffbc782,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3335243890,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3335243090 - Dock Bell (BKF),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8cfa14f2-1957-316f-89bb-1f48449e8431,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3333543891,5,,,,1,,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8cfef64c-7f28-cde9-6e75-ca6232d83320,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3331927676,5,,,,1,,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3331927676 - Paging (BLY),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8ddcae7a-49f2-65fb-242f-cb45aafceb5d,c0f01ac8-08bd-4926-b709-3ca21499c7f6,\+.1[2-9]XX[2-9]XXXXXX,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,XXXXXXXXXX,t,0,,,,,,,0,f,,,,,,f,f,f,,,,Freight SJU/628 LD/ON-NET Dialing From SME,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8ddf572a-bdfd-9cb6-1046-6aa5fed01267,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3335133890,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3335133090 - Dock Bell (PLB),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
8e37dd7f-600f-61aa-ef83-162f0cb105ec,4103bffd-2eed-4b30-8035-74c0007e61f4,3336423890,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3336423090 - Dock Bell (LON),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
99e9499c-d54c-cd18-cc39-6fe88fe08b25,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3338417676,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3338417676 - Page (CIN),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
9a0e07d0-d4d6-e6e1-902f-133461dc208c,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3338527676,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3338527676 - Page (PHL),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
9a37fcb8-3d39-4cd3-9765-ddb15fea972c,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3332403890,5,,,,1,,,f,,,,,,,f,0,,,,,,,0,f,,,,,,f,f,f,,,,3332403090 - Bell (LUG),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
9a753545-d79f-669d-d932-6c6dbd62491d,b30eb455-6368-4f0a-b0c8-b9a48d81f39c,\+.1844[2-9]XXXXXX,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,XXXXXXXXXX,t,0,,,,,,,0,f,,,,,,f,f,f,,,,Freight SJU/628 dialing out Local Gateway,,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,f,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
9ac486fd-fd2a-4e7a-b65c-b7f1974d59e9,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3332303891,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3332303091 - Office Bell (KNX),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
9bc623dd-0eda-aac8-1146-1ce7d9dacd80,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3331103810,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3331103710 - Shop Cordless Phone (DTR),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
9bf44d01-390e-5e35-275a-2c5f92db3371,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3331773013,5,,,,1,714eaffa-55c2-11d3-b52d-0008c7c6a4c6,,f,,,,,,,f,1,,,,,,,0,f,,,,,,f,f,f,,,,3331773013 - Guard Shack (RNO),,5,f,,0,,0,0,0,0,f,,t,,,f,0,,f,,f,f,,,,,f,f,,,f,f,,ad243d17-98b4-4118-8feb-5ff2e1b781ac,,f,t,f,t,,f,2,,t,f,,,f,f,,,f,f,,,,,,,,,,,,0,,0,0,0,0,,,2,,,f,f,,,,0,f,f,t,,f,f,f,f,-1,,f,,f,1,,,f,0
